300011,C
300011,D
500011,C
500010,U
300010,R
400010,L
300010,U
100010,C
100011,D
300011,U
100011,D
300011,L
200011,R
300011,D
500111,U
300111,D
500111,U
300111,U
100111,C
100111,D
300111,C
300011,U
100011,D
300111,C
300011,U
100011,D
300011,L
200011,C
200011,R
300011,D
500011,C
500010,U
300010,L
200010,C
210010,C
210010,C
210010,R
310110,U
110110,D
310110,L
210110,C
210110,C
210110,C
210110,C
210110,C
210110,R
310110,R
410110,L
310110,C
310010,U
110010,C
100110,D
300110,C
300010,D
500011,C
500010,C
500010,C
500010,C
500010,C
500010,C
500010,U
300010,D
500010,C
500010,U
300010,C
300010,C
300010,C
300010,L
200010,C
200010,C
200010,R
300010,D
500010,U
300010,D
500010,U
300010,D
500010,U
300010,L
200010,R
300010,C
300010,U
100010,C
100010,C
100010,D
300010,D
500010,C
500010,C
500010,U
300010,D
500010,C
500010,C
500010,C
500010,U
300010,C
300010,R
400010,L
300010,U
100010,C
100010,C
100011,D
300011,U
100011,C
100011,C
101011,D
301011,U
101011,D
301011,C
311011,L
211011,R
311011,U
111011,C
101011,D
301011,D
501011,C
501010,C
501010,C
501110,U
301110,L
201110,C
200110,R
300110,C
300010,R
401010,C
401000,L
301000,C
301000,U
101000,C
101000,D
301000,U
101001,D
301001,L
201001,R
301001,C
301001,U
101001,D
301001,C
301001,C
301001,R
401001,C
401001,C
401001,L
301001,L
201001,C
200001,C
200001,C
200001,C
200001,R
300001,D
500001,U
300001,C
300001,D
500001,U
300001,U
100001,C
100001,D
300001,L
200001,R
300001,D
500001,C
500000,U
300000,R
400000,C
400000,C
400000,L
300001,R
401001,C
401001,C
401001,L
301001,U
101001,D
301001,R
401001,C
401001,L
301001,C
301001,D
501101,C
501100,U
301100,L
201100,C
200100,C
200100,C
200100,C
201100,R
301100,R
401100,C
401100,L
301100,D
501100,U
301100,U
101100,C
101100,D
301100,R
401100,C
401100,L
301100,L
201100,C
200100,R
300100,R
400100,C
400100,C
400100,C
400100,C
400100,L
300100,U
100100,D
300100,U
101100,C
101100,D
301100,L
201100,R
301100,D
501110,C
501110,U
301110,U
101110,D
301110,R
401110,C
411100,C
411100,C
411100,C
411100,L
311100,L
211100,C
210100,R
310100,C
310000,U
110000,D
310000,U
110000,C
100000,C
100000,D
300000,L
200000,R
300000,C
300000,C
300000,D
500000,C
500000,U
300000,C
300000,D
500000,U
310000,L
210000,C
211000,C
210000,R
310000,R
410000,C
410000,C
410000,L
310000,L
210000,R
310000,L
210000,R
310000,L
210001,R
310001,U
110001,C
100011,C
100011,D
300011,R
400011,L
300011,U
100011,D
300011,C
300011,D
500011,U
300011,D
500011,C
500010,U
300010,C
300010,U
100010,D
300010,R
400010,C
400000,C
400000,L
300000,R
400000,L
310000,D
510000,C
510000,U
310000,U
111000,D
311000,R
411000,C
411000,L
311000,C
311000,C
311000,R
411000,C
411000,L
311000,R
411000,C
411000,C
411000,C
411000,C
411000,C
411000,C
411000,L
311000,D
511000,U
311000,U
111000,D
311000,U
111010,C
101010,C
101010,D
301010,D
501010,U
301010,U
101010,C
101011,C
101011,D
301011,D
501011,C
501010,U
301010,R
401010,L
301010,L
201010,C
200011,C
200011,R
300011,U
100011,C
100011,D
300011,R
400011,L
300011,R
400011,L
300011,L
200011,C
200011,C
200011,R
300011,D
500011,C
500010,C
500010,U
300010,L
200010,C
200010,C
200010,C
200010,R
300010,C
300010,L
200010,R
300010,L
200010,R
301010,C
301010,U
101010,D
301010,C
301010,D
501010,C
501010,U
301010,D
501010,U
301010,R
401010,L
301010,D
501010,U
301010,U
101010,C
101010,D
301010,D
501010,U
301010,U
101010,D
301010,C
301010,L
201010,R
301010,U
101010,D
301010,L
201010,R
301010,R
401010,C
401000,L
301000,D
501000,U
301000,C
301000,L
201000,R
301000,L
201000,C
200000,C
200000,C
200000,C
200000,R
300000,R
400000,L
300000,U
100000,C
100000,C
110000,D
310000,L
210000,C
210000,C
210000,C
210000,R
310010,C
310010,L
210010,C
210010,C
210010,R
310010,D
510010,C
510010,C
510010,U
310010,L
210010,C
210010,R
310010,D
510010,C
510010,C
510010,C
510010,U
310010,R
410010,C
410000,L
310000,C
310000,D
510000,U
310000,R
410000,C
410000,L
310000,U
110000,D
310000,R
410000,C
410010,C
410000,L
310000,U
110000,C
100000,D
300001,D
500001,C
500000,C
500000,U
300000,D
500000,U
300000,L
200000,C
200000,R
300010,U
100010,C
100010,C
100010,D
300010,L
200010,R
300010,D
500010,C
500010,C
500011,C
500010,C
500010,C
500010,C
500010,C
500010,C
500010,C
500010,U
300010,U
100010,D
300010,D
500010,C
500010,U
300010,U
100010,D
300010,R
400010,L
300010,L
200010,R
300010,L
200010,R
300010,R
400010,L
300010,U
100010,C
100010,D
300010,U
100010,C
100010,C
100010,D
300010,D
500010,U
300010,L
200010,R
300010,C
300010,D
500010,C
500010,U
300010,L
200010,C
200010,C
200010,R
300010,R
400010,C
400000,C
400001,C
400001,L
300001,C
300001,R
400001,L
300001,U
100001,C
100001,C
100001,C
100001,C
100001,D
300001,L
200001,R
300001,R
400001,C
400011,C
400001,C
400001,L
300001,R
400001,C
400001,C
400001,C
400001,L
300001,C
300001,U
100001,D
300001,C
300001,D
500001,C
500000,C
500000,U
300000,L
200000,R
300000,U
100000,C
100000,C
100000,C
100000,C
100000,D
300000,D
500000,U
300000,D
500000,C
500000,U
300000,L
200000,C
200000,C
200010,C
200010,R
300010,U
100010,D
300010,C
300010,U
100010,D
300011,L
200011,C
200011,R
300011,R
400011,L
300011,U
100011,C
100011,D
300011,D
500011,U
300011,R
400011,C
400001,L
300101,L
200101,R
300101,D
500101,U
300101,C
300001,U
100001,C
100001,D
300001,R
400001,L
300001,C
300001,R
400011,L
300011,R
400011,C
400001,C
400001,C
400001,C
400001,L
300001,U
100001,C
100001,C
100001,C
100001,D
300001,C
301001,D
501101,C
501100,U
301100,C
301000,U
101000,D
301000,C
301000,L
201000,R
301000,L
201000,C
200000,C
200000,R
300000,L
200000,C
200000,R
300000,L
200000,R
300000,L
200000,C
201000,R
301000,D
501000,U
301000,R
401000,C
401000,C
401000,C
401000,C
401000,C
411000,C
411000,C
411000,L
311000,L
211000,R
311000,U
111100,D
311100,U
111100,D
311100,U
111100,C
101100,C
101100,D
301100,U
101100,D
301100,U
101100,D
301100,R
401100,L
301100,L
211100,R
311100,U
111100,C
101100,D
301100,D
501101,C
501100,C
501100,C
501100,U
301100,U
101100,D
301100,R
401100,L
301100,L
201101,C
200101,R
300101,U
100101,D
300101,C
300001,L
200001,R
300001,C
300001,C
300001,R
400001,L
300001,D
500001,U
300001,C
300001,C
300001,D
500001,C
500000,U
300000,U
100000,C
100000,D
300000,R
400000,C
400000,C
400100,L
300100,C
300000,U
100000,C
100000,C
110000,C
100000,D
300000,C
310000,R
411000,C
411000,C
411000,C
411010,C
411000,L
311000,L
211000,R
311000,C
311000,C
311010,D
511010,U
311010,U
111010,D
311010,D
511010,U
311010,R
411010,L
311010,C
311110,D
511110,U
311110,R
411110,C
411100,L
311100,D
511100,C
511100,U
311100,U
111100,C
101100,C
101100,D
301100,L
201101,R
301101,D
501101,U
301101,C
301001,L
201001,C
200001,R
300001,C
301001,R
401001,L
301001,U
101001,C
101001,C
101001,C
101001,D
301001,R
401001,L
301001,R
401011,C
401001,C
401001,L
301001,D
511001,U
311001,L
211001,R
311001,C
311001,D
511001,U
311001,U
111001,D
311001,D
511001,U
311001,U
111001,D
311001,C
311001,R
411001,L
311001,U
111001,D
311101,D
511101,C
511100,U
311100,C
311000,L
211000,R
311000,R
411000,L
311100,C
311100,U
111100,D
311100,D
511100,U
311100,C
311000,D
511000,U
311000,R
411000,C
411010,C
411000,C
411000,C
411010,C
411000,L
311000,U
111000,C
101000,C
101000,D
301000,R
401000,C
401000,C
401000,C
401000,C
401000,L
301000,D
501000,U
301010,R
401010,C
401000,L
301000,D
501000,U
301000,U
101000,C
101000,D
301000,D
501000,C
501000,U
301000,C
301000,U
101000,C
101000,C
101000,C
101000,C
101000,D
301000,R
401001,L
301001,R
401001,C
401001,L
301001,R
401001,C
401001,L
301001,D
501001,U
311001,U
111001,D
311001,C
311001,L
211001,C
210001,C
210001,R
310001,D
510001,U
310001,R
410001,C
410001,L
310001,R
410001,C
410001,C
410001,C
410001,L
310001,U
110001,C
100001,D
300001,R
400001,L
300001,R
400001,L
300001,U
100001,C
100001,C
100001,D
300001,C
300001,L
200001,R
300001,C
300001,L
200001,C
200101,R
300101,D
500101,U
300101,U
100101,D
300101,R
400101,L
300101,R
400101,C
400101,C
400101,C
400101,L
300101,C
300001,D
500001,C
500000,U
300000,R
400000,C
400000,L
300000,R
400000,C
410000,C
410000,C
410000,C
410000,L
310000,U
110000,C
100000,C
100000,D
300000,R
400000,C
401000,C
401000,C
401000,L
301000,U
101000,C
101000,D
301000,C
301000,L
201000,C
200000,R
300000,D
500000,U
300000,C
300100,L
200100,R
300100,D
500100,C
500100,U
300100,C
300000,D
500000,C
500000,C
500000,U
300000,D
500000,U
300000,L
200000,C
200000,R
300000,U
100000,C
100000,C
100000,C
100000,C
100000,D
300000,U
100000,C
100010,D
300010,R
400110,L
300110,U
100110,C
100110,C
101110,D
301110,D
501110,U
301110,L
211110,C
210110,R
310110,R
410110,C
410100,L
310100,C
310000,U
110000,C
100000,D
300000,L
200000,R
300000,U
100000,D
300000,R
400000,C
400000,C
400000,L
300000,R
400000,C
400000,C
400000,C
410000,C
410000,C
410000,L
310000,D
510000,U
310000,R
410000,L
310000,D
510000,C
510000,U
310000,C
310000,D
510000,C
510000,U
310000,R
410000,L
310000,R
410000,C
410000,L
310000,L
210000,C
210000,C
210000,C
210000,C
210000,R
310000,D
510000,U
310000,L
210000,C
210000,C
210000,C
210000,C
210000,C
210000,C
210000,C
210000,R
310000,U
110000,C
100000,D
300000,C
300000,D
500000,C
500000,C
500000,C
500000,U
300001,C
300001,U
100001,D
300001,D
500001,U
300001,C
300001,C
310001,C
310001,C
310001,L
210001,R
310001,U
110001,C
100001,C
100001,D
300001,C
300001,L
201001,R
301001,C
301001,C
301001,D
501001,U
301001,C
301001,R
401001,C
401001,L
301001,R
401101,L
301101,R
401101,C
401101,C
401101,L
301101,L
201101,C
200101,R
300101,U
100101,C
100101,C
110101,C
100101,C
100101,C
100101,C
100101,D
300101,R
400101,C
400101,L
300101,C
300001,L
200001,R
300001,R
400001,L
300001,D
500001,U
300001,L
200001,C
200001,R
300001,C
300001,C
300001,R
400001,L
300001,D
500001,U
300001,R
400001,L
300001,R
400001,L
300001,L
200001,C
200001,R
300001,U
100001,D
300001,U
100001,D
300001,U
100011,C
100011,D
300011,C
300011,C
300011,D
500011,U
300011,D
510011,U
310011,R
410011,C
410001,C
410101,L
310101,R
410101,L
310101,R
410101,L
310101,D
510101,U
310101,L
210101,R
310101,D
510101,C
510100,U
310100,U
110100,C
100100,C
100100,C
100100,C
100100,C
100100,D
300100,L
200100,C
200100,C
200100,C
200100,R
300100,R
400100,C
400100,C
400100,L
300100,C
300000,R
400000,L
300000,C
300000,L
200000,C
200000,R
300000,D
500010,U
300010,L
200010,R
301010,L
201010,R
301110,L
201110,R
301110,R
401110,L
301110,C
301010,U
101010,D
301010,L
201010,C
200010,C
201010,R
301010,L
201010,R
301010,D
501010,U
301010,R
401010,L
301010,R
401010,L
301010,U
101010,D
301010,D
501010,C
501010,C
501010,U
301010,D
501010,C
501010,U
301010,R
401010,C
401000,L
301000,D
501000,U
301001,L
201001,C
200001,C
200001,R
300101,C
300001,L
200001,R
300001,L
200001,R
300001,R
400001,C
400001,C
400001,L
300001,D
500001,C
500000,U
300000,D
500000,U
300000,R
400000,C
400000,L
300000,R
400000,L
300000,C
300000,L
200000,C
200000,C
200000,C
200000,R
300000,L
200100,C
200100,C
200100,C
200100,C
200100,R
300100,R
400100,C
400100,C
400100,C
400100,C
400100,C
400100,C
400100,C
400100,L
300100,L
200100,C
200100,R
300100,L
200100,R
300100,L
200100,R
301100,R
401100,C
401100,L
301100,C
301100,L
201100,C
200100,R
301100,D
501101,U
301101,R
401101,C
401101,C
401101,L
301101,R
401101,C
401111,C
401101,L
301101,D
501101,C
501100,C
501100,U
301100,R
401100,C
401100,C
401100,L
301100,D
501100,U
301100,L
201100,R
301100,R
401100,C
401100,L
301100,D
501100,C
501100,U
301100,C
301000,L
201000,C
200000,R
310000,R
410000,C
410000,L
310010,D
510010,U
310010,R
410010,C
410000,L
310000,R
410000,L
310000,L
210000,R
310000,L
210000,R
310000,R
410000,L
310000,D
510000,U
310000,D
511000,U
311001,U
111001,C
101011,D
301011,L
201011,C
200011,R
300011,R
410011,L
310011,R
410011,C
410001,L
310001,L
210001,C
210001,R
310001,C
310001,L
210001,C
210001,C
210001,R
310001,L
210001,C
210001,R
310001,D
510001,C
510000,U
310000,R
410000,C
410000,L
310000,D
510000,U
310000,R
410000,L
310000,L
210000,R
310000,L
210000,C
210000,C
210000,R
310000,U
110000,C
100000,D
300000,L
200000,R
300100,D
500100,U
300100,R
400100,C
400100,C
400100,L
300100,R
410100,L
310100,L
210100,R
310100,U
110100,D
310100,L
210100,R
310100,D
510100,C
510100,C
510100,C
510100,C
510100,C
510100,U
310100,U
110100,D
310100,L
210100,C
210100,R
310100,L
210100,C
210100,C
210100,C
210100,C
210100,R
310100,R
410100,L
310101,C
310001,C
310001,L
210001,C
210001,R
310001,U
111001,D
311001,C
311001,D
511001,C
511000,C
511000,U
311000,C
311000,D
511000,C
511000,U
311000,R
411000,C
411000,L
311000,D
511000,C
511000,U
311000,R
411000,L
311000,L
211000,C
210010,R
310010,U
110010,D
310010,C
310010,U
110010,D
310010,U
110010,C
100010,D
300010,U
100010,D
300010,U
100010,C
100110,C
100110,C
100110,D
300110,R
400110,C
400100,L
300100,C
300000,C
300000,R
400000,L
300000,R
410000,L
310000,R
410000,C
410000,C
410000,C
410000,L
310000,D
510000,C
510000,C
510000,U
310000,L
210000,R
310000,C
310000,L
210000,C
210000,R
310000,L
210010,R
310010,U
110010,D
310010,R
410010,C
410000,C
410000,L
310000,R
410000,C
411000,C
411000,C
411000,C
411000,C
411000,L
311100,D
511100,C
511100,U
311100,U
111100,C
101100,D
301110,U
101110,C
101110,C
101110,C
101110,C
101110,C
101110,C
101110,D
301110,C
301010,R
401010,C
401000,L
301000,C
301000,L
201000,R
301000,R
401100,L
301100,L
201100,C
200100,R
300100,U
100100,D
300100,U
100100,D
300100,L
200100,R
300100,R
400100,L
300100,U
100100,C
100100,D
300100,L
200100,R
300100,C
300000,D
500000,C
500000,C
500100,C
500100,U
300100,U
100100,C
100100,C
101100,C
101100,C
101100,C
101100,C
101100,C
101100,C
101100,D
301100,D
511100,C
511100,C
511100,C
511110,C
511110,U
311110,R
411110,C
411110,L
311111,L
211111,C
210111,C
210111,C
210111,R
310111,L
210111,C
210111,R
310111,D
510111,U
310111,R
410111,L
310111,R
410111,L
310111,C
310011,R
410011,L
310011,U
110011,D
310011,U
110011,C
100011,D
300011,U
100011,C
100011,C
100011,D
300011,C
300011,L
210011,C
210011,R
310011,C
310011,C
310011,C
310011,C
310011,L
210011,R
310011,D
510011,C
510010,U
310010,D
510010,U
310010,L
210010,C
210010,C
210010,R
310010,C
311010,L
211010,R
311010,D
511010,U
311010,L
211010,C
210010,C
210010,C
210010,C
210010,R
310010,L
210010,C
210010,R
310010,L
210010,C
210010,C
210010,C
210010,R
310010,L
210010,R
310010,R
410010,C
410000,L
310000,C
310000,R
410000,C
410000,C
410000,L
310000,D
510000,C
510100,U
310100,R
410100,C
410100,C
410100,C
410100,L
310100,U
110100,D
310100,C
310000,U
110000,D
310000,C
311000,D
511000,C
511000,C
511000,U
311000,C
311000,C
311000,C
311000,D
511000,C
511000,U
311000,U
111000,D
311000,L
211000,R
311000,U
111000,C
101000,C
101000,D
311000,U
111000,D
311000,R
411000,C
411001,C
411001,C
411001,L
311001,U
111001,C
101001,C
101001,C
101001,D
301011,C
301011,D
501011,C
501010,C
501010,U
301010,C
301010,L
201010,R
301010,C
301010,U
101010,D
301010,U
101010,D
301010,D
501010,C
501010,C
501010,U
301010,C
301010,R
401010,L
301010,C
301010,L
201010,R
301010,U
101010,D
301010,C
301010,L
201010,R
301010,D
501010,U
301010,R
401010,L
301010,L
201010,C
200010,C
200011,R
300011,L
200011,R
300111,U
100111,C
100111,D
300111,D
500111,U
300111,D
500111,C
500110,C
500110,C
500110,C
500110,C
500110,C
500110,C
500110,C
500110,U
300110,D
500110,C
500110,U
300110,D
500110,U
310110,D
510110,U
310110,C
310010,L
210010,R
310010,D
510010,U
310010,R
410010,L
310010,L
210010,C
210010,R
310010,L
210010,C
210010,R
310010,R
410010,C
410000,L
310010,U
110010,D
310010,U
110010,D
310010,L
210010,C
210010,C
210010,R
310010,C
310010,C
310010,D
510010,C
510010,U
310010,U
110010,C
100010,D
300010,U
100010,D
300010,L
200010,R
